ID,Label,Interval
587,Non Non Biyori,10.08489281
588,Ore Monogatari,10.08489281
589,Overlord,10.08489281
590,Sekaiichi Hatsukoi OVA,9.95875445
591,SKET Dance Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,10.08489281
592,Tennis no Ouji-sama Zenkoku Taikai-hen,9.95875445
593,Tonikaku Kawaii,10.08489281
594,Yakitate Japan,10.08489281
595,Yuru Yuri SanHai,10.08489281
596,Carole Tuesday,9.95875445
597,ef A Tale of Memories,9.95875445
598,Eyeshield 21,10.08489281
599,Fate Grand Order Zettai Majuu Sensen Babylonia,10.08489281
600,Haikyuu Movie 2 Shousha to Haisha,10.08489281
601,Hanasaku Iroha,10.08489281
602,Higurashi no Naku Koro ni,9.95875445
603,Kokoro ga Sakebitagatterunda,10.08489281
604,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai Movie,9.95875445
605,Aria the Avvenire,9.95875445
606,Detective Conan OVA 09 The Stranger in 10 Years,9.95875445
607,Drifters,9.95875445
608,Gekkan Shoujo Nozaki-kun,9.95875445
609,Ginga Eiyuu Densetsu Waga Yuku wa Hoshi no Taikai,9.95875445
610,Ginga Sengoku Gunyuuden Rai,9.95875445
611,Haikyuu Movie 1 Owari to Hajimari,9.95875445
612,Hidamari Sketch x Honeycomb,9.95875445
613,Kaleido Star,9.95875445
614,Kami nomi zo Shiru Sekai II,9.95875445
615,Karigurashi no Arrietty,9.83403779
616,Love Live The School Idol Movie,9.95875445
617,One Piece Film Gold,9.95875445
618,Ookiku Furikabutte,9.95875445
619,Overlord III,9.95875445
620,Saiunkoku Monogatari,9.95875445
621,Sekaiichi Hatsukoi Movie Yokozawa Takafumi no Baai,9.95875445
622,Takarajima,9.95875445
623,Tennis no Ouji-sama Zenkoku Taikai-hen - Semifinal,9.95875445
624,Tiger Bunny,9.95875445
625,Touhai Densetsu Akagi Yami ni Maiorita Tensai,9.95875445
626,Ushio to Tora TV 2nd Season,9.95875445
627,Wan Sheng Jie,9.95875445
628,Yuri on Ice Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,10.08489281
629,Plastic Memories,9.83403779
630,Sakigake Cromartie Koukou,9.83403779
631,School Rumble,9.83403779
632,Shirokuma Cafe,9.83403779
633,City Hunter,9.83403779
634,Code Geass Hangyaku no Lelouch I - Koudou,9.83403779
635,Death Billiards,9.83403779
636,Doraemon Movie 31 Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,9.71072858
637,Free Eternal Summer - Kindan no All Hard,9.83403779
638,Ie Naki Ko Remy,9.83403779
639,Jigoku Shoujo Futakomori,9.83403779
640,Jormungand Perfect Order,9.83403779
641,Lupin III 2015,9.83403779
642,Macross,9.83403779
643,Mobile Suit Gundam Thunderbolt,9.83403779
644,Aggressive Retsuko ONA 3rd Season,9.58881268
645,Berserk Ougon Jidai-hen II - Doldrey Kouryaku,9.71072858
646,Bishoujo Senshi Sailor Moon Sailor Stars,9.71072858
647,Ergo Proxy,9.71072858
648,Hidamari Sketch x ,9.71072858
649,Mobile Suit Gundam Thunderbolt December Sky,9.71072858
650,Mobile Suit Zeta Gundam,9.71072858
651,One Piece 3D2Y Ace no shi wo Koete Luffy Nakama Tono Chikai,9.71072858
652,Shijou Saikyou no Deshi Kenichi OVA,9.71072858
653,Terra e TV,9.71072858
654,There She Is,9.71072858
655,Yagate Kimi ni Naru,9.71072858
656,Yuri on Ice,9.58881268
657,Zoku Sayonara Zetsubou Sensei,9.71072858
658,Naruto,9.58881268
659,Noragami Aragoto OVA,9.46827608
660,One Piece Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,9.46827608
661,Beelzebub,9.46827608
662,Cike Wu Liuqi,9.58881268
663,Date A Live II Kurumi Star Festival,9.58881268
664,Grisaia no Meikyuu Caprice no Mayu 0,9.58881268
665,Macross F,9.58881268
666,Magi Sinbad no Bouken TV,9.46827608
667,Megalo Box,9.58881268
668,Durarara Specials,9.46827608
669,Id Invaded,9.46827608
670,Kidou Keisatsu Patlabor 2 the Movie,9.46827608
671,Little Witch Academia TV,9.34910488
672,Lupin III vs Detective Conan The Movie,9.46827608
673,Mahou Shoujo Lyrical Nanoha The Movie 1st,9.46827608
674,Mobile Suit Gundam 0080 War in the Pocket,9.58881268
675,Ookami to Koushinryou II Ookami to Kohakuiro no Yuuutsu,9.46827608
676,Sayonara Zetsubou Sensei,9.46827608
677,Seitokai Yakuindomo OVA,9.46827608
678,Tanaka-kun wa Itsumo Kedaruge,9.34910488
679,Tennis no Ouji-sama,9.46827608
680,Tentai Senshi Sunred 2nd Season,9.46827608
681,Zan Sayonara Zetsubou Sensei,9.46827608
682,Top wo Nerae Gunbuster,9.34910488
683,Vampire Hunter D 2000,9.34910488
684,Carnival Phantasm,9.34910488
685,Detective Conan Movie 02 The Fourteenth Target,9.34910488
686,Gake no Ue no Ponyo,9.34910488
687,Hanasaku Iroha Home Sweet Home,9.34910488
688,Initial D Third Stage,9.34910488
689,Kara no Kyoukai 4 Garan no Dou,9.34910488
690,Aoki Hagane no Arpeggio Ars Nova Cadenza,9.23128533
691,Hoozuki no Reitetsu 2nd Season,9.23128533
692,Kaleido Star Legend of Phoenix - Layla Hamilton Monogatari,9.23128533
693,Kyoukai no Kanata Movie Ill Be Here - Kako-hen - Yakusoku no Kizuna,9.23128533
694,Seto no Hanayome OVA,9.23128533
695,Soul Eater,9.11480377
696,SpaceDandy,9.23128533
697,Uchouten Kazoku,9.23128533
698,Wan Sheng Jie 2,9.23128533
699,Psycho-Pass 3 First Inspector,9.11480377
700,Seihou Bukyou Outlaw Star,9.11480377
701,Seitokai Yakuindomo Movie,9.11480377
702,Suzumiya Haruhi no Yuuutsu,9.11480377
703,Working,8.99964669
704,Yuru Yuri Nachuyachumi,9.11480377
705,Flanders no Inu Movie,9.11480377
706,High Score Girl,9.11480377
707,HighSpeed Free Starting Days,9.11480377
708,Hoozuki no Reitetsu OVA,9.11480377
709,Kekkai Sensen Beyond,9.11480377
710,Kono Oto Tomare,9.11480377
711,Kuroko no Basket Tip Off,8.99964669
712,Magic Kaito 1412,9.11480377
713,Musekinin Kanchou Tylor,9.11480377
714,Nanatsu no Taizai,9.11480377
715,Akachan to Boku,8.88580068
716,Break Blade 4 Sanka no Chi,8.99964669
717,Danshi Koukousei no Nichijou Specials,8.99964669
718,Detective Conan Movie 01 The Timed Skyscraper,8.99964669
719,Douluo Dalu,8.99964669
720,Eikoku Koi Monogatari Emma Molders-hen,8.99964669
721,Grisaia no Rakuen,8.88580068
722,Gungrave,8.99964669
723,Igano Kabamaru,8.99964669
724,Kono Subarashii Sekai ni Shukufuku wo Kono Subarashii Choker ni Shukufuku wo,8.99964669
725,Les Misrables Shoujo Cosette,8.99964669
726,Mahoujin Guruguru 2017,8.99964669
727,Planetarian Hoshi no Hito,8.99964669
728,Tasogare Otome x Amnesia,8.99964669
729,Wotaku ni Koi wa Muzukashii OVA,8.88580068
730,Yume-iro Ptissire,8.99964669
731,Osomatsu-san Movie,8.99964669
732,Sekaiichi Hatsukoi Valentine-hen,8.88580068
733,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e TV,8.77325246
734,Yuru Yuri,8.88580068
735,Baby Steps,8.88580068
736,Bishoujo Senshi Sailor Moon S,8.88580068
737,Goku Sayonara Zetsubou Sensei,8.88580068
738,InuYasha,8.88580068
739,Lupin the IIIrd Chikemuri no Ishikawa Goemon,8.88580068
740,Maria-sama ga Miteru 3rd,8.88580068
741,Michiko to Hatchin,8.88580068
742,91 Days,8.77325246
743,Break Blade 5 Shisen no Hate,8.77325246
744,Bungou Stray Dogs Dead Apple,8.88580068
745,Clannad After Story - Mou Hitotsu no Sekai Kyou-hen,8.77325246
746,Coquelicot-zaka kara,8.77325246
747,Gakuen Babysitters,8.88580068
748,Hidamari Sketch x 365,8.77325246
749,Hoozuki no Reitetsu 2nd Season Sono Ni,8.77325246
750,Isekai no Seikishi Monogatari,8.66198885
751,Jormungand,8.77325246
752,Jungle wa Itsumo Hare nochi Guu,8.77325246
753,Junjou Romantica 2,8.77325246
754,K-On,8.77325246
755,K-On Keikaku,8.77325246
756,Kara no Kyoukai 2 Satsujin Kousatsu Zen,8.77325246
757,Little Witch Academia,8.77325246
758,Magi Sinbad no Bouken,8.77325246
759,SaintOniisan Movie,8.77325246
760,Nodame Cantabile Finale - Mine to Kiyora no Saikai,8.66198885
761,Non Non Biyori Repeat Hotaru ga Tanoshinda,8.66198885
762,Owarimonogatari 2nd Season Recaps,8.77325246
763,Paradise Kiss,8.66198885
764,Saiyuuki Gaiden,8.66198885
765,Seikai no Senki II,8.66198885
766,Shingeki no Kyojin OVA,8.77325246
767,Slayers Try,8.66198885
768,Urusei Yatsura Movie 2 Beautiful Dreamer,8.66198885
769,Capeta,8.66198885
770,Chuan Shu Zijiu Zhinan,8.77325246
771,Detective Conan Movie 07 Crossroad in the Ancient Capital,8.66198885
772,Devilman Crybaby,8.66198885
773,Giant Robo the Animation Chikyuu ga Seishi Suru Hi,8.66198885
774,Golden Kamuy,8.66198885
775,Hidamari Sketch x Specials,8.66198885
776,Jungle wa Itsumo Hare nochi Guu Deluxe,8.66198885
777,K-On Live House,8.66198885
778,Lupin the IIIrd Jigen Daisuke no Bohyou,8.66198885
779,City Hunter 3,8.55199681
780,Colorful Movie,8.55199681
781,Densetsu Kyojin Ideon Hatsudou-hen,8.66198885
782,Detective Conan Movie 08 Time Travel of the Silver Sky,8.55199681
783,Detective Conan Movie 23 The Fist of Blue Sapphire,8.55199681
784,Emiya-san Chi no Kyou no Gohan,8.44326341
785,Gochuumon wa Usagi Desu ka,8.55199681
786,Hataraku Maou-sama,8.55199681
787,Higashi no Eden,8.55199681
788,Innocence,8.55199681
789,Kokoro Connect,8.55199681
790,Kubikiri Cycle Aoiro Savant to Zaregototsukai,8.55199681
791,Last Exile,8.55199681
792,LuckyStar Original na Visual to Animation,8.55199681
793,Macross F Movie 1 Itsuwari no Utahime,8.55199681
794,Nanatsu no Taizai Imashime no Fukkatsu,8.44326341
795,New Initial D Movie Legend 3 - Mugen,8.55199681
796,Saraiya Goyou,8.55199681
797,Somali to Mori no Kamisama,8.55199681
798,Wolfs Rain,8.55199681
799,Yuusha-Ou GaoGaiGar,8.55199681
800,Saiyuuki Reload Burial,8.44326341
801,Shiki Specials,8.44326341
802,Tentai Senshi Sunred,8.33577583
803,Yuuki Yuuna wa Yuusha de Aru Washio Sumi no Shou 2 - Tamashii,8.44326341
804,Break Blade 3 Kyoujin no Ato,8.44326341
805,Code Geass Hangyaku no Lelouch R2 Special Edition - Zero Requiem,8.44326341
806,Detective Conan Movie 09 Strategy Above the Depths,8.44326341
807,Detective Conan Movie 12 Full Score of Fear,8.44326341
808,Ginga Tetsudou 999,8.44326341
809,Maria-sama ga Miteru 4th,8.44326341
810,Mobile Suit Gundam Wing Endless Waltz Movie,8.44326341
811,Bleach,8.33577583
812,Bungou Stray Dogs Wan,8.55199681
813,Cardcaptor Sakura Clear Card-hen Prologue - Sakura to Futatsu no Kuma,8.33577583
814,Detective Conan Movie 22 Zero the Enforcer,8.44326341
815,Ghost Hunt,8.33577583
816,Hadashi no Gen,8.33577583
817,Haikyuu Riku vs Kuu,8.33577583
818,Hoozuki no Reitetsu,8.33577583
819,Kyou kara Maou 3rd Series,8.33577583
820,Love Live School Idol Project 2nd Season,8.33577583
821,Magic Kaito,8.33577583
822,Mind Game,8.33577583
823,Tamayura Sotsugyou Shashin Part 3 - Akogare,8.33577583
824,The Everlasting Guilty Crown,8.33577583
825,Tiger Bunny Movie 2 The Rising,8.33577583
826,Tokyo Ghoul,8.33577583
827,Toshokan Sensou Kakumei no Tsubasa,8.33577583
828,Zan Sayonara Zetsubou Sensei Bangaichi,8.33577583
829,Neko no Ongaeshi,8.22952135
830,New Initial D Movie Legend 2 - Tousou,8.22952135
831,Oniisama e,8.33577583
832,Saenai Heroine no Sodatekata ,8.22952135
833,Seitokai Yakuindomo OVA,8.22952135
834,Yuru Yuri Nachuyachumi ,8.22952135
835,Aggressive Retsuko ONA 2nd Season,8.22952135
836,Bungou Stray Dogs,8.22952135
837,Digimon Adventure,8.1244874
838,Heartcatch Precure,8.22952135
839,Hidamari Sketch x SP,8.22952135
840,Ie Naki Ko,8.22952135
841,InuYasha Movie 3 Tenka Hadou no Ken,8.22952135
842,Jibaku Shounen Hanako-kun,8.22952135
843,Junjou Romantica OVA,8.22952135
844,Lupin III vs Detective Conan,8.22952135
845,Lupin III Part II,8.33577583
846,Lupin III The First,8.22952135
847,Akagami no Shirayuki-hime,8.1244874
848,BanG Dream GarupaPico,8.1244874
849,City Hunter 91,8.1244874
850,Detective Conan OVA 10 Kid in Trap Island,8.1244874
851,Gochuumon wa Usagi Desu ka Dear My Sister,8.1244874
852,Golden Time,8.1244874
853,Gundam Build Fighters,8.1244874
854,Jin-Rou,8.22952135
855,Jinrui wa Suitai Shimashita,8.1244874
856,Kino no Tabi The Beautiful World - Nanika wo Suru Tame ni - Life Goes On,8.1244874
857,Kobayashi-san Chi no Maid Dragon Valentine Soshite Onsen - Amari Kitai Shinaide Kudasai,8.0206615
858,Kyousou Giga TV,8.1244874
859,Little Witch Academia Mahoujikake no Parade,8.1244874
860,Lupin the Third Mine Fujiko to Iu Onna,8.1244874
861,Mobile Suit Gundam,8.1244874
862,Mobile Suit Gundam SEED,8.1244874
863,Shaman King,8.1244874
864,Shiki,8.1244874
865,The Disappearance of Conan Edogawa The Worst Two Days in History,8.1244874
866,New Initial D Movie Legend 1 - Kakusei,8.0206615
867,Overlord II,8.0206615
868,Saint Seiya,8.0206615
869,Sekaiichi Hatsukoi,8.0206615
870,Shingeki no Kyojin Season 2 Movie Kakusei no Houkou,8.0206615
871,Sidonia no Kishi Daikyuu Wakusei Seneki,8.0206615
872,Tegamibachi Reverse,8.0206615
873,Uchuu Senkan Yamato 2199 Hoshimeguru Hakobune,8.0206615
874,Claymore,8.0206615
875,Digimon Adventure Bokura no War Game,8.0206615
876,Gate Jieitai Kanochi nite Kaku Tatakaeri 2nd Season,8.0206615
877,Gekkan Shoujo Nozaki-kun Specials,8.0206615
878,Genshiken 2,8.0206615
879,Hibike Euphonium Movie 3 Chikai no Finale,7.91803127
880,IDOLiSH7,8.0206615
881,Karakai Jouzu no Takagi-san,7.91803127
882,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,8.0206615
883,Kyoukai no Kanata,8.0206615
884,Mobile Suit Gundam III Encounters in Space,8.0206615
885,Charlotte,7.91803127
886,Chuunibyou demo Koi ga Shitai,7.91803127
887,Enen no Shouboutai Ni no Shou,7.91803127
888,Final Fantasy VII Advent Children,7.91803127
889,Haikyuu OVA,7.91803127
890,Hakuouki Movie 2 Shikon Soukyuu,7.91803127
891,Koukaku Kidoutai Stand Alone Complex - Solid State Society 3D,7.91803127
892,LuckyStar,7.91803127
893,Mobile Suit Gundam Wing Endless Waltz,7.91803127
894,Noragami OVA,7.91803127
895,Pokemon The Origin,7.91803127
896,Ranma ,7.91803127
897,Saint Seiya Meiou Hades Meikai-hen,7.91803127
898,Shingeki no Kyojin Movie 2 Jiyuu no Tsubasa,7.91803127
899,Shingeki no Kyojin Lost Girls,7.91803127
900,Shokugeki no Souma Shin no Sara,7.91803127
901,Slayers,7.81658446
902,Tamayura Sotsugyou Shashin Part 2 - Hibiki,7.91803127
903,Tantei Gakuen Q,7.91803127
904,Texhnolyze,7.91803127
905,Ueki no Housoku,7.91803127
906,Ushiro no Shoumen Daare,7.91803127
907,Yamato Nadeshiko Shichihenge,7.81658446
908,Zhen Hun Jie,7.91803127
909,New Game,7.81658446
910,Ranma OVA,7.81658446
911,Rurouni Kenshin DVD-BOX Special Ending,7.81658446
912,School Rumble Ichi Gakki Hoshuu,7.81658446
913,Shirobako Movie,7.81658446
914,The Last Naruto the Movie,7.81658446
915,Udon no Kuni no Kiniro Kemari,7.81658446
916,Arakawa Under the Bridge x Bridge,7.81658446
917,Baka to Test to Shoukanjuu Ni,7.81658446
918,Berserk Ougon Jidai-hen I - Haou no Tamago,7.81658446
919,Chis Sweet Home Atarashii Ouchi,7.81658446
920,DGray-man Hallow,7.71630893
921,Doukyonin wa Hiza Tokidoki Atama no Ue,7.81658446
922,Hanasakeru Seishounen,7.81658446
923,Hibike Euphonium Movie 2 Todoketai Melody,7.71630893
924,Junjou Romantica 3,7.81658446
925,Master Keaton OVA,7.81658446
926,Aoi Bungaku Series,7.71630893
927,Black Jack,7.71630893
928,Break Blade 2 Ketsubetsu no Michi,7.71630893
929,Free Take Your Marks,7.71630893
930,Gate Jieitai Kanochi nite Kaku Tatakaeri,7.71630893
931,Gochuumon wa Usagi Desu ka Sing for You,7.71630893
932,Hidamari Sketch x 365 Specials,7.71630893
933,InuYasha Kuroi Tessaiga,7.71630893
934,Kuroshitsuji,7.71630893
935,Little Busters EX,7.71630893
936,Psycho-Pass Movie,7.71630893
937,Psycho-Pass Sinners of the System Case3 - Onshuu no Kanata ni,7.71630893
938,Seto no Hanayome,7.71630893
939,Snow Halation,7.71630893
940,Tetsuwan Birdy Decode 02,7.71630893
941,Watashi no Ashinaga Ojisan,7.71630893
942,Nejimaki Seirei Senki Tenkyou no Alderamin,7.61719264
943,One Piece Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,7.51922366
944,One Punch Man Road to Hero,7.61719264
945,Rozen Maiden Ouvertre,7.61719264
946,Seitokai Yakuindomo,7.61719264
947,Soukou Kihei Votoms,7.61719264
948,Ansatsu Kyoushitsu 2nd Season Kagaijugyou-hen,7.61719264
949,Detective Conan Movie 16 The Eleventh Striker,7.61719264
950,Haikyuu Lev Genzan,7.61719264
951,Haikyuu vs Akaten,7.61719264
952,Hayate no Gotoku,7.61719264
953,Hourou Musuko,7.61719264
954,Hug tto Precure,7.61719264
955,Kami nomi zo Shiru Sekai,7.51922366
956,Kuroko no Basket 2nd Season NG-shuu,7.61719264
957,Kuroko no Basket Movie 3 Winter Cup - Tobira no Mukou,7.61719264
958,Kuroko no Basket Last Game NG-shuu,7.61719264
959,Kyoukai no Kanata Movie 1 Ill Be Here - Kako-hen,7.61719264
960,Manga de Wakaru Fate Grand Order,7.51922366
961,Memories,7.61719264
962,Akudama Drive,7.42239017
963,Ani ni Tsukeru Kusuri wa Nai 2,7.51922366
964,Asagao to Kase-san,7.51922366
965,Binbougami ga,7.51922366
966,Bishoujo Senshi Sailor Moon Crystal Season III,7.51922366
967,Byousoku 5 Centimeter,7.42239017
968,Crayon Shin-chan Movie 09 Arashi wo Yobu Mouretsu Otona Teikoku no Gyakushuu,7.51922366
969,Daicon Opening Animations,7.51922366
970,Dragon Ball Kai,7.51922366
971,Dragon Ball Z Special 2 Zetsubou e no Hankou Nokosareta Chousenshi - Gohan to Trunks,7.51922366
972,Fairy Tail 2014,7.51922366
973,Kill la Kill Specials,7.51922366
974,Koutetsujou no Kabaneri Movie 3 Unato Kessen,7.51922366
975,Macross Plus,7.51922366
976,Macross Plus Movie Edition,7.51922366
977,Mobile Suit Gundam Wing,7.51922366
978,Nurarihyon no Mago OVA,7.51922366
979,One Punch Man Specials,7.51922366
980,Panty Stocking with Garterbelt,7.51922366
981,Seikai no Senki,7.51922366
982,Shuumatsu Nani Shitemasu ka Isogashii Desu ka Sukutte Moratte Ii Desu ka,7.51922366
983,Toaru Kagaku no Railgun,7.51922366
984,Ojamajo Doremi Na-i-sho,7.42239017
985,Pandora Hearts,7.42239017
986,Princess Principal,7.42239017
987,Sexy Commando Gaiden Sugoi yo Masaru-san,7.42239017
988,Shigatsu wa Kimi no Uso Moments,7.42239017
989,Shin Mazinger Shougeki Z-hen,7.32668047
990,Space Cobra,7.42239017
991,Tong Ling Fei,7.51922366
992,Uchuu Kaizoku Captain Herlock,7.42239017
993,Akagami no Shirayuki-hime Nandemonai Takaramono Kono Page,7.42239017
994,Bokura wa Minna Kawai-sou,7.42239017
995,Break Blade 6 Doukoku no Toride,7.42239017
996,Death Note Rewrite,7.42239017
997,Detective Conan Movie 19 The Hellfire Sunflowers,7.42239017
998,Durararax2 Shou Watashi no Kokoro wa Nabe Moyou,7.42239017
999,Girls Panzer Kore ga Hontou no Anzio-sen Desu,7.42239017
